# Données du deuxième détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
24126,29756994.501,68,121,19
24127,29758685.851,21,132,16
24128,29760677.968,77,122,16
24129,29761311.819,20,121,17
24130,29761649.218,40,123,16
24131,29762054.325,16,115,18
24132,29763462.125,25,120,17
24133,29764653.051,13,128,17
24134,29765786.651,14,124,17
24135,29768577.646,48,122,17
24136,29769681.846,99,121,17
24137,29769995.624,14,118,17
24138,29771156.391,91,119,17
24139,29771908.795,50,127,17
24140,29772712.538,61,122,17
24141,29773434.730,24,126,17
24142,29774788.718,33,121,18
24143,29775604.606,21,123,17
24144,29778071.794,20,124,17
24145,29778507.055,80,123,17
24146,29779115.150,51,125,17
24147,29779442.944,162,121,17
24148,29780406.830,49,126,16
24149,29786275.487,93,123,16
24150,29787840.480,44,122,16
24151,29790106.438,27,124,17
24152,29791056.997,19,133,19
24153,29791344.033,27,117,16
24154,29792528.942,62,127,17
24155,29793835.875,54,125,16
24156,29794934.086,79,128,16
24157,29795229.233,21,120,17
24158,29795356.510,49,126,18
24159,29795645.629,49,118,17
24160,29797984.647,37,123,17
24161,29798364.735,14,124,17
24162,29804143.990,48,120,17
24163,29804472.354,133,123,18
24164,29805944.256,23,123,17
24165,29805959.815,54,116,16
24166,29808757.301,55,126,17
24167,29809239.687,106,118,18
24168,29811314.934,69,125,17
24169,29813495.688,44,128,18
24170,29814063.552,22,125,17
24171,29815040.551,17,131,17
24172,29816631.413,27,126,18
24173,29816795.208,28,119,19
24174,29817127.346,32,126,18
24175,29818605.919,62,118,16
24176,29818756.338,23,118,18
24177,29818992.503,18,126,17
24178,29819370.427,28,127,17
24179,29819581.138,26,113,16
24180,29820228.848,43,129,16
24181,29820916.886,37,118,17
24182,29823743.330,13,122,17
24183,29827598.199,67,129,16
24184,29827707.162,21,122,16
24185,29828832.660,27,119,17
24186,29828934.096,76,127,17
24187,29830018.271,25,121,16
24188,29831905.243,13,125,17
24189,29832719.660,29,122,17
24190,29833054.882,34,121,18
24191,29833551.182,103,117,17
24192,29833734.860,44,128,16
24193,29836538.093,80,122,16
24194,29836803.730,65,123,17
24195,29837329.624,19,114,16
24196,29837905.462,26,114,16
24197,29841011.493,48,124,17
24198,29843165.507,27,127,17
24199,29843188.011,38,120,16
24200,29843321.908,21,125,16
24201,29844540.968,15,127,16
24202,29847574.430,79,124,16
24203,29847711.507,62,120,16
24204,29849969.087,40,123,16
24205,29850613.015,99,122,16
24206,29851113.933,36,113,17
24207,29854950.612,27,124,17
24208,29855685.104,87,118,16
24209,29855731.957,31,123,17
24210,29855974.283,47,126,17
24211,29856040.664,25,121,17
24212,29856385.792,54,120,16
24213,29861799.899,14,125,17
24214,29864112.204,22,132,17
24215,29865237.967,16,123,18
24216,29866831.915,59,117,16
24217,29868509.678,96,118,18
24218,29868799.365,45,132,16
24219,29870034.015,13,123,16
24220,29871382.121,47,119,16
24221,29871678.992,66,119,16
24222,29874661.512,49,132,16
24223,29875964.179,67,118,16
24224,29878369.731,20,124,16
24225,29879012.705,18,118,18
24226,29879493.322,48,123,16
24227,29881304.672,125,120,16
24228,29883045.868,39,123,18
24229,29883464.328,23,123,17
24230,29886857.828,20,120,17
24231,29887186.237,15,116,16
24232,29887497.917,77,118,17
24233,29889774.379,110,128,16
24234,29890378.581,20,122,17
24235,29891006.673,21,127,17
24236,29891080.560,58,120,17
24237,29891928.624,31,123,17
24238,29892657.966,25,123,17
24239,29892744.434,21,119,16
24240,29892994.529,51,126,18
24241,29893807.753,77,125,16
24242,29894334.226,35,127,16
24243,29897549.236,128,118,17
24244,29898087.523,96,118,17
24245,29899625.298,21,119,16
24246,29904688.409,22,129,17
24247,29906996.987,43,123,16
24248,29907037.330,23,119,18
24249,29907739.056,109,125,18
24250,29907853.993,84,123,16
24251,29907896.402,13,119,16
24252,29908195.304,56,118,17
24253,29909814.029,18,127,17
24254,29912773.588,16,115,16
24255,29915512.742,59,121,16
24256,29916247.596,50,128,18
24257,29916683.076,30,130,17
24258,29920604.610,33,125,16
24259,29921977.917,17,133,18
24260,29922437.008,23,122,17
24261,29927049.873,13,132,17
24262,29927757.181,42,120,16
24263,29928940.708,19,118,17
24264,29932095.939,115,121,17
24265,29934393.586,54,123,16
24266,29935767.401,25,122,16
24267,29936240.311,21,113,17
24268,29940273.190,44,121,16
24269,29940778.550,28,123,17
24270,29940927.587,73,126,17
24271,29941375.372,27,126,18
24272,29941958.746,16,122,18
24273,29942754.609,20,127,16
24274,29942916.333,97,120,17
24275,29943487.049,14,116,17
24276,29943857.071,71,111,17
24277,29945851.691,95,123,17
24278,29946970.791,21,122,17
24279,29948829.817,11,122,17
24280,29949928.562,28,117,17
24281,29950956.205,26,116,18
24282,29951216.955,14,119,18
24283,29951610.217,19,125,19
24284,29952115.325,17,125,17
24285,29953983.371,20,122,17
24286,29954423.668,18,113,17
24287,29955060.000,12,118,18
24288,29955250.838,45,131,16
24289,29955252.860,20,126,17
24290,29956502.881,28,125,18
24291,29956506.408,36,123,17
24292,29957019.176,34,117,17
24293,29957409.727,51,122,17
24294,29958822.736,146,126,18
24295,29959890.320,19,120,18
24296,29960388.028,22,127,16
24297,29963677.231,54,123,17
24298,29964131.155,95,118,17
24299,29964890.913,31,120,17
24300,29965930.166,19,122,17
24301,29968316.071,19,128,17
24302,29968743.087,33,122,17
24303,29971617.252,17,132,17
24304,29972365.348,188,125,16
24305,29973377.819,69,131,17
24306,29974268.412,10,124,17
24307,29974274.800,28,123,16
24308,29974433.312,54,119,17
24309,29974800.820,143,124,16
24310,29975451.640,45,126,18
24311,29976667.220,21,116,17
24312,29976740.486,15,128,17
24313,29977486.624,30,124,17
24314,29979905.428,45,122,16
24315,29980908.383,88,122,18
24316,29981625.718,16,125,17
24317,29981713.682,22,123,16
24318,29984162.845,33,127,17
24319,29984949.298,12,121,17
24320,29990477.207,45,127,16
24321,29991030.279,15,116,17
24322,29992586.271,21,122,18
24323,29995696.261,63,125,16
24324,29996115.484,64,130,16
24325,29998866.663,93,125,16
24326,30004953.584,29,121,18
24327,30005293.041,62,123,16
24328,30005689.968,24,114,17
24329,30007312.088,70,116,16
24330,30008073.818,21,119,17
24331,30008504.771,21,122,16
24332,30009490.990,26,115,17
24333,30010081.458,20,125,17
24334,30010376.760,12,115,18
24335,30011566.599,35,120,17
24336,30011696.592,31,116,17
24337,30013779.807,132,124,16
24338,30014323.029,56,120,16
24339,30015143.107,19,120,18
24340,30016956.560,30,124,18
24341,30017295.538,17,121,17
24342,30019848.136,144,120,16
24343,30020851.376,44,124,17
24344,30021535.374,37,118,18
24345,30022545.520,64,122,16
24346,30023115.116,24,130,18
24347,30023512.910,19,122,16
24348,30023803.165,55,116,16
24349,30026734.281,116,121,17
24350,30027985.635,69,122,17
24351,30028021.892,19,119,18
24352,30028654.859,55,118,17
24353,30029985.615,75,116,17
24354,30031315.021,32,123,17
24355,30033265.379,72,128,17
24356,30033638.012,21,121,17
24357,30035120.767,18,128,17
24358,30035371.117,165,128,16
24359,30036424.655,53,117,16
24360,30037255.176,42,129,16
24361,30040753.920,36,122,16
24362,30040902.751,11,124,17
24363,30041509.238,44,126,16
24364,30045243.508,38,125,16
24365,30045450.690,33,127,17
24366,30046530.791,50,125,18
24367,30050030.751,16,125,19
24368,30050366.692,45,123,16
24369,30051887.678,44,122,16
24370,30053880.006,17,122,16
24371,30054095.503,53,122,16
24372,30054512.264,17,237,17
24373,30054841.113,55,115,18
24374,30055260.554,50,116,16
24375,30055731.002,18,119,16
24376,30061722.685,26,123,18
24377,30062781.590,16,122,16
24378,30063390.082,56,119,17
24379,30063822.375,53,122,16
24380,30065025.455,31,122,16
24381,30065685.647,35,115,16
24382,30065708.802,79,123,16
24383,30069304.171,52,114,16
24384,30069568.529,16,118,16
24385,30071092.573,54,117,18
24386,30073825.017,28,114,17
24387,30074121.794,28,123,17
24388,30074357.865,19,130,16
24389,30075746.749,52,121,16
24390,30078424.010,21,122,17
24391,30078597.883,46,117,16
24392,30078682.731,97,125,17
24393,30080023.411,36,114,18
24394,30080087.111,41,119,17
24395,30081972.626,20,121,17
24396,30082060.729,80,115,18
24397,30083525.386,16,125,17
24398,30083945.300,69,125,16
24399,30086555.313,64,119,17
24400,30087021.621,50,118,16
24401,30088468.203,16,132,17
24402,30088917.153,24,245,18
24403,30091669.771,99,117,16
24404,30092567.847,121,122,16
24405,30093996.996,92,122,17
24406,30094331.483,49,124,16
24407,30095332.821,45,133,18
24408,30095374.651,18,123,16
24409,30095923.129,14,118,17
24410,30097135.473,19,117,18
24411,30097714.976,14,118,17
24412,30099618.069,77,124,16
24413,30099935.171,25,128,17
24414,30100177.420,54,123,16
24415,30102079.850,84,133,16
24416,30103014.069,51,118,16
24417,30105239.197,17,133,17
24418,30106089.407,41,115,16
24419,30109668.654,17,120,17
24420,30110881.349,89,120,16
24421,30111299.725,57,121,17
24422,30111539.491,19,116,16
24423,30112174.449,52,118,17
24424,30112406.224,193,122,17
24425,30112887.084,20,120,17
24426,30113265.956,22,116,18
24427,30114940.304,33,126,18
24428,30115783.890,48,122,17
24429,30117202.698,128,126,16
24430,30118469.098,28,121,18
24431,30120613.124,71,123,16
24432,30121055.781,14,123,18
24433,30121360.575,51,118,18
24434,30124350.222,47,123,17
24435,30125320.827,56,113,16
24436,30128025.404,95,122,16
24437,30128512.954,12,120,17
24438,30128872.563,53,122,16
24439,30129116.746,21,123,18
24440,30129468.654,66,127,17
24441,30129608.505,29,121,17
24442,30132359.773,58,127,18
24443,30135142.515,18,122,18
24444,30137848.718,59,119,16
24445,30140973.825,33,124,18
24446,30142320.807,25,127,17
24447,30142755.841,175,119,17
24448,30146090.393,39,240,17
24449,30147831.072,45,119,18
24450,30148437.281,76,130,16
24451,30148824.882,115,122,17
24452,30150263.718,109,122,17
24453,30154531.410,13,119,17
24454,30155530.891,26,121,17
24455,30156765.782,94,124,16
24456,30158377.324,93,123,16
24457,30160803.277,23,123,17
24458,30162537.872,36,123,17
24459,30163480.070,50,125,16
24460,30165367.138,84,125,16
24461,30166015.997,23,121,18
24462,30166361.851,13,118,17
24463,30166468.865,46,123,18
24464,30167524.815,15,117,17
24465,30167535.407,17,123,18
24466,30170089.584,27,126,16
24467,30170443.029,30,123,18
24468,30171801.106,203,126,16
24469,30172725.934,43,121,16
24470,30173490.578,32,122,16
24471,30181440.734,46,120,17
24472,30182269.483,24,121,17
24473,30183257.806,43,126,16
24474,30184254.444,16,117,17
24475,30184472.903,64,122,17
24476,30186229.083,17,128,18
24477,30186231.599,19,119,17
24478,30186842.513,18,128,17
24479,30188025.994,22,123,16
24480,30188509.496,38,123,17
24481,30189281.463,15,125,17
24482,30189631.895,13,119,17
24483,30192594.163,70,122,16
24484,30193474.150,29,124,17
24485,30193620.488,17,120,16
24486,30194099.107,24,123,17
24487,30195229.715,20,116,17
24488,30196674.774,35,121,17
24489,30198193.907,72,120,17
24490,30198431.295,20,117,19
24491,30201199.218,23,117,17
24492,30201449.077,34,123,17
24493,30201754.866,26,121,16
24494,30203381.287,15,125,17
24495,30207163.128,113,121,16
24496,30208878.737,24,119,17
24497,30208999.153,61,122,16
24498,30213254.519,89,118,16
24499,30213453.547,36,116,17
24500,30213727.531,47,118,16
24501,30213800.371,16,117,17
24502,30215082.434,19,118,16
24503,30215964.868,100,120,17
24504,30216570.402,24,122,17
24505,30217627.346,16,120,17
24506,30218014.009,48,122,17
24507,30223462.933,13,125,18
24508,30225157.817,19,125,17
24509,30226895.367,65,119,17
24510,30227755.096,54,124,17
24511,30227887.052,634,120,17
24512,30228266.621,37,124,17
24513,30229618.013,55,132,17
24514,30230449.861,99,123,17
24515,30231214.369,57,237,16
24516,30234337.215,43,117,17
24517,30234993.968,19,126,17
24518,30236015.777,41,131,17
24519,30237136.840,20,129,16
24520,30239905.184,51,118,17
24521,30240026.748,13,124,17
24522,30241363.859,52,117,16
24523,30241982.813,91,121,16
24524,30242277.776,25,119,16
24525,30242314.854,90,122,18
24526,30244522.336,22,123,18
24527,30245955.050,100,118,18
24528,30248937.234,17,116,17
24529,30249784.806,140,131,16
24530,30250090.766,51,122,16
24531,30251483.572,54,129,19
24532,30253628.271,96,122,17
24533,30253782.604,25,123,16
24534,30254476.472,50,124,19
24535,30254581.196,73,123,18
24536,30254979.790,39,123,16
24537,30255451.746,53,123,17
24538,30258285.775,63,112,17
24539,30258474.956,98,124,16
24540,30259082.412,30,124,16
24541,30261550.720,63,124,17
24542,30264892.137,22,123,17
24543,30265302.103,62,114,17
24544,30265891.409,24,116,18
24545,30266209.512,48,118,18
24546,30270355.242,17,122,18
24547,30270719.645,28,130,17
24548,30271032.220,64,122,18
24549,30275287.530,20,123,17
24550,30275938.339,42,123,16
24551,30276210.494,21,122,17
24552,30276326.158,58,124,17
24553,30276914.573,62,123,17
24554,30279269.074,12,122,16
24555,30280234.802,108,117,16
24556,30280827.918,27,121,17
24557,30281152.122,20,121,16
24558,30281654.063,45,119,16
24559,30285605.012,64,122,17
24560,30285856.413,35,118,16
24561,30285925.239,18,123,16
24562,30286730.651,50,123,17
24563,30288405.829,27,118,17
24564,30289141.135,19,123,16
24565,30290238.164,12,114,18
24566,30290659.044,23,126,18
24567,30291384.740,61,119,17
24568,30291557.322,16,121,16
24569,30292441.176,30,118,17
24570,30294858.137,34,125,16
24571,30295110.462,49,119,16
24572,30295330.480,88,125,17
24573,30295565.924,20,122,16
24574,30297403.038,18,119,17
24575,30297918.085,35,127,17
24576,30299076.392,96,119,18
24577,30299313.139,35,129,17
24578,30300352.623,18,125,17
24579,30302024.972,191,123,16
24580,30302056.661,18,122,18
24581,30302185.999,198,120,16
24582,30302387.014,86,113,16
24583,30305946.905,13,121,18
24584,30306872.365,42,122,16
24585,30311067.829,23,124,17
24586,30318103.428,25,123,18
24587,30318377.856,145,120,16
24588,30319078.800,50,115,16
24589,30319841.084,58,122,16
24590,30320127.045,76,123,16
24591,30323887.749,48,123,17
24592,30324701.026,28,126,18
24593,30328560.224,96,123,17
24594,30330829.106,128,125,16
24595,30330933.785,85,122,17
24596,30336784.526,27,128,18
24597,30337890.224,22,121,16
24598,30338375.242,22,123,18
24599,30338495.352,24,123,17
24600,30339000.433,88,123,18
24601,30339197.728,26,126,17
24602,30339707.762,76,119,16
24603,30342181.879,35,119,18
24604,30344280.173,57,119,19
24605,30344608.284,60,116,16
24606,30344881.553,70,124,16
24607,30346228.092,94,126,17
24608,30348142.817,20,120,17
24609,30348688.011,47,128,16
24610,30349709.875,20,128,17
24611,30350098.260,26,122,17
24612,30350295.847,45,113,17
24613,30351277.305,102,124,16
24614,30352495.866,51,122,17
24615,30354054.548,67,121,17
24616,30355577.670,143,119,16
24617,30356142.492,21,127,16
24618,30358032.880,38,116,17
24619,30359752.037,46,128,18
24620,30361050.979,13,122,17
24621,30362079.012,49,122,17
24622,30362168.704,51,120,16
24623,30363760.363,15,119,18
24624,30366091.502,46,117,17
24625,30366927.048,19,130,17
24626,30367326.392,65,123,16
24627,30367359.097,14,128,18
24628,30368128.010,28,232,18
24629,30368415.176,22,124,18
24630,30368919.923,113,122,16
24631,30370112.285,77,128,19
24632,30370506.807,45,123,17
24633,30370576.654,28,128,17
24634,30370669.678,21,126,18
24635,30374217.827,44,126,18
24636,30375835.868,16,123,17
24637,30376504.089,39,126,17
24638,30377669.724,50,110,17
24639,30378116.786,23,125,16
24640,30378356.930,28,119,17
24641,30380832.259,25,119,18
24642,30380934.009,18,122,17
24643,30381006.923,27,116,19
24644,30385371.081,13,118,16
24645,30388530.516,47,117,16
24646,30388666.241,57,125,16
24647,30389326.434,22,116,16
24648,30390303.409,17,121,18
24649,30391595.956,47,127,18
24650,30393586.725,96,127,16
24651,30395011.754,38,124,16
24652,30397596.596,51,126,16
24653,30398349.349,37,120,16
24654,30399571.659,42,119,17
24655,30399929.341,69,123,16
24656,30403476.842,24,121,18
24657,30403661.866,66,117,16
24658,30406276.410,74,127,16
24659,30406336.139,15,118,18
24660,30407568.473,25,123,16
24661,30409382.607,28,125,17
24662,30411717.689,122,123,16
24663,30411896.219,20,120,18
24664,30413008.904,20,120,18
24665,30413130.160,45,122,16
24666,30413542.606,68,125,16
24667,30414226.385,31,121,16
24668,30415493.439,39,125,17
24669,30415949.068,19,119,18
24670,30416394.955,106,123,16
24671,30416671.104,84,122,16
24672,30416691.032,45,128,18
24673,30417522.333,18,120,18
24674,30418621.412,14,123,17
24675,30419814.067,98,119,16
24676,30420157.052,24,119,18
24677,30421048.451,26,125,16
24678,30421251.632,43,122,16
24679,30421961.542,77,121,16
24680,30422813.401,22,127,16
24681,30423246.304,40,126,16
24682,30423415.472,14,128,18
24683,30424540.958,71,122,16
24684,30425602.440,25,123,17
24685,30425605.051,73,125,16
24686,30426646.137,55,123,16
24687,30428200.705,68,117,16
24688,30430276.395,63,124,16
24689,30430419.677,94,122,16
24690,30430860.214,27,241,17
24691,30431259.044,16,123,18
24692,30432401.916,18,125,18
24693,30433154.431,52,117,18
24694,30435461.141,18,119,18
24695,30436879.387,47,123,16
24696,30437752.680,59,116,16
24697,30440544.530,19,125,18
24698,30440661.345,140,118,16
24699,30441014.837,16,122,16
24700,30441896.475,58,126,16
24701,30442589.716,37,121,18
24702,30443806.269,40,122,16
24703,30448509.278,41,124,17
24704,30448547.676,12,126,18
24705,30449170.127,20,123,17
24706,30451132.945,33,114,18
24707,30451865.549,44,121,16
24708,30454454.898,131,130,16
24709,30458530.620,24,113,16
24710,30459523.608,46,125,17
24711,30462081.390,98,127,17
24712,30463438.691,50,126,17
24713,30464116.484,16,119,16
24714,30466278.372,26,122,17
24715,30467206.490,24,121,18
24716,30468967.415,16,123,17
24717,30470231.298,63,120,17
24718,30470348.162,21,132,17
24719,30470492.544,20,123,18
24720,30470701.715,25,121,17
24721,30470736.690,22,124,17
24722,30470738.983,26,123,16
24723,30471050.803,67,119,18
24724,30473702.805,27,129,17
24725,30473989.495,30,124,17
24726,30474256.049,37,123,17
24727,30475130.304,96,122,16
24728,30476273.463,56,118,16
24729,30477396.209,36,125,17
24730,30479454.920,111,124,16
24731,30480506.378,108,228,17
24732,30480739.015,29,122,16
24733,30481301.229,88,121,16
24734,30481616.239,96,114,16
24735,30481975.853,91,120,16
24736,30482330.339,30,128,17
24737,30485295.919,22,1396,17
24738,30486475.324,43,121,18
24739,30489796.526,23,124,18
24740,30491013.908,78,128,16
24741,30491035.402,16,124,17
24742,30494107.918,40,118,16
24743,30494573.075,14,228,16
24744,30497556.572,23,119,18
24745,30498861.987,41,127,17
24746,30499805.867,14,126,17
24747,30500451.956,168,121,17
24748,30501160.398,16,129,16
24749,30502065.989,52,127,17
24750,30502706.594,77,123,17
24751,30502797.051,19,125,18
24752,30503641.658,15,130,18
24753,30504123.940,23,124,16
24754,30507485.462,27,129,17
24755,30507611.178,39,121,18
24756,30508353.070,125,120,16
24757,30509697.864,22,122,17
24758,30510935.965,24,126,17
24759,30511415.078,53,115,17
24760,30513814.289,81,128,16
24761,30514381.137,18,126,17
24762,30517942.180,27,118,17
24763,30519051.411,43,123,16
24764,30519132.755,22,114,18
24765,30519345.586,49,122,16
24766,30521753.029,148,126,16
24767,30522901.193,13,121,17
24768,30523429.433,18,117,17
24769,30526544.310,104,121,17
24770,30527366.228,39,122,17
24771,30527568.070,52,120,17
24772,30530129.400,60,116,17
24773,30530226.244,17,112,18
24774,30531452.002,19,113,17
24775,30532514.702,15,125,17
24776,30535107.653,50,131,17
24777,30535124.395,29,119,17
24778,30535398.702,20,129,17
24779,30536687.015,34,122,17
24780,30536961.914,28,123,16
24781,30539765.865,21,121,17
24782,30540112.844,22,115,17
24783,30540665.901,13,119,18
24784,30540850.125,28,121,17
24785,30540936.772,53,126,17
24786,30543739.659,23,121,17
24787,30544045.755,36,116,16
24788,30545433.107,28,124,17
24789,30545684.923,19,118,17
24790,30547022.107,49,127,16
24791,30550093.460,19,123,17
24792,30553289.387,41,120,17
24793,30556552.387,61,121,17
24794,30557563.163,35,123,19
24795,30558674.267,15,125,16
24796,30559953.156,39,118,17
24797,30563442.206,16,121,17
24798,30564148.192,27,124,16
24799,30566050.167,19,119,17
24800,30566229.233,57,126,19
24801,30567856.974,32,126,18
24802,30569138.923,36,124,17
24803,30569804.422,56,124,17
24804,30572408.111,28,121,16
24805,30574133.227,136,125,17
24806,30574806.170,42,126,17
24807,30576306.211,15,119,17
24808,30577716.827,54,119,17
24809,30579596.921,23,127,17
24810,30581476.693,16,115,16
24811,30583664.608,56,127,17
24812,30584886.270,13,120,17
24813,30586372.827,15,123,17
24814,30587946.009,15,122,18
24815,30588346.844,47,125,17
24816,30588435.078,23,121,17
24817,30588543.592,112,126,17
24818,30588569.849,72,115,17
24819,30590080.100,79,128,18
24820,30590387.959,40,122,17
24821,30590728.298,17,114,18
24822,30594609.439,50,127,17
24823,30595189.845,48,122,16
24824,30598072.008,13,115,18
24825,30599671.247,18,120,17
24826,30600697.499,40,120,16
24827,30601405.105,14,121,16
24828,30604440.530,16,124,17
24829,30605571.254,17,120,16
24830,30612802.952,24,127,17
24831,30613775.698,16,122,17
24832,30615902.544,24,124,18
24833,30617046.450,18,113,17
24834,30620473.099,45,114,16
24835,30620709.120,27,247,17
24836,30621335.944,19,125,18
24837,30621568.339,26,127,17
24838,30622368.517,86,122,17
24839,30623260.611,17,122,16
24840,30624692.694,31,120,17
24841,30625191.255,42,114,16
24842,30625342.655,50,123,16
24843,30625897.295,80,125,16
24844,30625975.846,17,138,16
24845,30626031.365,27,127,17
24846,30627246.444,42,117,16
24847,30628608.376,72,125,16
24848,30629438.370,39,122,19
24849,30632801.197,21,120,17
24850,30633438.480,23,127,18
24851,30633865.138,19,231,17
24852,30636560.916,51,126,17
24853,30636674.661,23,121,17
24854,30636706.546,40,116,16
24855,30637078.174,17,117,16
24856,30637653.443,33,121,17
24857,30640841.201,107,124,17
24858,30641187.790,21,122,17
24859,30642586.871,22,135,16
24860,30645023.167,97,124,16
24861,30645601.047,22,125,18
24862,30645622.334,20,125,16
24863,30645671.348,28,113,16
24864,30646590.544,40,126,18
24865,30649559.649,13,125,18
24866,30652558.025,54,119,16
24867,30652798.630,45,124,16
24868,30653336.937,69,124,16
24869,30653930.330,17,116,18
24870,30657904.839,72,124,18
24871,30659518.259,20,117,17
24872,30660779.370,59,123,16
24873,30665692.425,80,120,16
24874,30666384.708,35,128,16
24875,30666895.181,39,121,16
24876,30668729.317,58,126,16
24877,30671990.511,42,121,18
24878,30672327.286,20,120,16
24879,30673521.349,230,120,16
24880,30674066.656,98,126,16
24881,30675410.640,50,124,17
24882,30678394.852,55,123,17
24883,30679159.285,21,119,16
24884,30679636.311,95,123,17
24885,30683714.072,15,125,17
24886,30686177.334,39,129,18
24887,30686589.064,62,118,16
24888,30686928.588,55,123,16
24889,30687731.721,19,124,16
24890,30688310.010,14,118,16
24891,30688640.890,16,121,16
24892,30689836.923,87,127,18
24893,30693763.243,66,121,16
24894,30696129.033,56,124,16
24895,30696398.499,27,123,16
24896,30698507.846,39,122,16
24897,30699146.195,25,126,18
24898,30700680.925,68,127,16
24899,30702593.087,59,122,16
24900,30704295.926,16,125,18
24901,30709288.238,62,124,16
24902,30714356.127,28,128,18
24903,30715515.889,18,122,17
24904,30717846.232,126,119,18
24905,30718103.696,42,120,16
24906,30724397.644,41,125,17
24907,30725333.882,20,124,17
24908,30727651.302,18,315,17
24909,30729922.180,39,135,19
24910,30731592.705,65,113,17
24911,30733096.682,30,123,17
24912,30733607.688,50,129,17
24913,30733962.287,42,126,16
24914,30736828.196,58,124,17
24915,30736981.017,42,123,16
24916,30738094.949,164,124,16
24917,30738272.435,64,118,16
24918,30739162.834,45,124,16
24919,30740376.706,18,243,16
24920,30740463.447,42,121,16
24921,30741648.413,42,128,16
24922,30741975.836,128,113,16
24923,30743074.568,16,125,19
24924,30745349.150,15,125,18
24925,30749208.566,42,115,16
24926,30749648.432,37,118,17
24927,30752454.938,18,117,17
24928,30756258.739,23,123,16
24929,30756497.776,54,120,17
24930,30757153.491,42,121,16
24931,30758192.540,42,121,17
24932,30758262.181,34,121,17
24933,30759275.007,99,117,17
24934,30760069.631,60,114,17
24935,30760197.622,18,121,18
24936,30760254.654,61,121,17
24937,30760672.550,64,118,17
24938,30760799.095,27,240,19
24939,30761812.028,48,119,16
24940,30762641.278,63,120,17
24941,30763400.042,36,124,17
24942,30765284.637,30,122,16
24943,30765824.397,30,124,18
24944,30766029.854,27,121,16
24945,30768134.702,28,121,17
24946,30768333.671,40,122,17
24947,30768530.725,133,126,17
24948,30769230.224,15,119,18
24949,30770535.828,48,131,17
24950,30772879.706,28,112,18
24951,30773477.062,19,119,16
24952,30773843.644,28,122,17
24953,30774236.175,230,124,17
24954,30775455.308,33,122,17
24955,30775882.050,20,131,19
24956,30776149.171,84,128,17
24957,30777110.606,57,123,16
24958,30777227.850,68,115,16
24959,30780503.607,57,118,16
24960,30780558.471,50,121,17
24961,30781762.371,37,132,16
24962,30784162.019,37,128,17
24963,30784910.098,78,124,16
24964,30786732.773,43,122,16
24965,30787679.539,75,123,17
24966,30787683.085,39,125,17
24967,30789510.965,19,119,17
24968,30791378.659,21,131,17
24969,30793037.625,25,128,18
24970,30796092.967,23,127,17
24971,30797138.893,13,125,17
24972,30797589.546,15,122,18
24973,30797912.615,60,122,18
24974,30806224.028,17,123,18
24975,30810579.454,23,122,18
24976,30811389.077,39,122,17
24977,30812227.415,18,123,18
24978,30815541.540,25,122,18
24979,30816191.063,17,117,17
24980,30816993.023,32,118,18
24981,30817225.314,21,124,16
24982,30818602.950,60,118,16
24983,30818641.769,28,124,18
24984,30819786.060,47,127,17
24985,30823631.945,80,127,17
24986,30825704.143,125,124,16
24987,30826060.483,45,128,16
24988,30828157.352,47,123,16
24989,30829043.763,37,123,16
24990,30829209.500,17,127,17
24991,30829294.857,37,123,16
24992,30830796.973,41,116,16
24993,30832757.281,38,125,17
24994,30834310.015,20,114,17
24995,30835609.959,46,123,16
24996,30836556.473,63,121,16
24997,30837924.672,24,115,16
24998,30842241.157,40,124,17
24999,30844221.080,52,139,16
25000,30845970.211,25,117,18
25001,30847961.482,72,113,18
25002,30847992.921,12,124,16
25003,30848480.141,23,120,16
25004,30850149.976,52,121,16
25005,30853242.360,17,116,17
25006,30858548.412,30,120,18
25007,30858846.392,24,122,17
25008,30859213.122,15,122,18
25009,30859303.235,28,124,17
25010,30859952.387,35,121,18
25011,30862235.393,24,135,18
25012,30864960.718,52,124,18
25013,30865323.597,56,122,16
25014,30865470.908,63,246,18
25015,30867998.223,37,122,18
25016,30869213.551,16,117,19
25017,30869588.872,66,129,17
25018,30869886.135,27,120,16
25019,30874155.718,21,119,17
25020,30875355.048,28,123,18
25021,30875712.576,43,112,16
25022,30875935.590,43,123,16
25023,30877371.560,18,122,17
25024,30878164.449,68,122,16
25025,30878299.118,32,121,17
25026,30878832.562,50,121,16
25027,30881894.178,23,128,18
25028,30882019.922,143,119,18
25029,30883905.186,49,122,16
25030,30885010.388,75,123,16
25031,30885645.453,38,121,16
25032,30886429.063,22,129,18
25033,30886546.435,21,118,18
25034,30887750.317,18,125,17
25035,30888012.845,20,123,17
25036,30888789.189,19,120,18
25037,30888888.558,59,122,16
25038,30889864.433,47,119,16
25039,30890598.194,29,122,16
25040,30890796.027,113,120,16
25041,30892098.143,82,124,16
25042,30892185.274,34,123,17
25043,30893517.839,68,123,16
25044,30893674.429,14,119,17
25045,30895212.815,18,122,17
25046,30896522.590,66,124,18
25047,30897145.017,26,121,17
25048,30899919.081,21,122,17
25049,30902320.266,30,125,16
25050,30904804.552,25,118,18
25051,30905006.050,88,127,19
25052,30905052.519,41,118,17
25053,30905486.925,63,118,18
25054,30907265.948,55,120,16
25055,30907369.354,18,125,18
