# Données du premier détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
18703,22898507.864,59,124,17
18704,22898985.847,20,122,17
18705,22899774.599,166,125,17
18706,22900583.481,17,130,18
18707,22900932.679,20,131,16
18708,22902979.271,31,125,17
18709,22903431.890,20,127,16
18710,22903883.570,41,125,16
18711,22905036.310,26,124,18
18712,22905598.643,129,128,17
18713,22905781.538,46,126,17
18714,22907074.664,23,127,18
18715,22907177.452,32,128,18
18716,22908411.323,41,130,17
18717,22909152.544,64,124,17
18718,22909701.611,20,126,16
18719,22913734.540,17,127,16
18720,22914481.857,31,125,17
18721,22916236.654,43,132,17
18722,22916273.061,101,123,17
18723,22918266.599,22,129,18
18724,22920497.298,17,122,17
18725,22921637.187,20,121,16
18726,22922881.243,20,125,17
18727,22925429.919,23,121,17
18728,22925753.663,33,127,16
18729,22925908.011,20,122,17
18730,22929544.511,59,132,17
18731,22930085.657,82,126,17
18732,22931408.289,41,124,16
18733,22931568.191,22,127,17
18734,22932163.515,15,125,17
18735,22933012.849,26,127,17
18736,22933501.877,109,129,17
18737,22933854.845,20,132,16
18738,22934614.647,66,125,17
18739,22935360.071,33,124,17
18740,22935537.054,32,240,17
18741,22936167.490,21,124,19
18742,22936605.774,20,119,17
18743,22938681.930,97,120,18
18744,22940517.747,104,121,17
18745,22941960.274,23,123,18
18746,22942749.106,15,121,18
18747,22943110.951,49,119,17
18748,22943399.572,16,123,16
18749,22945209.912,37,116,17
18750,22945769.571,26,118,17
18751,22947043.334,24,117,17
18752,22947497.605,22,120,17
18753,22947529.528,21,126,17
18754,22948345.164,30,119,18
18755,22948430.121,26,124,18
18756,22948647.754,20,120,18
18757,22950161.177,33,123,17
18758,22950196.731,24,128,17
18759,22951663.771,50,120,17
18760,22952019.550,46,122,17
18761,22954443.859,29,123,17
18762,22954661.733,90,127,17
18763,22954937.711,20,122,18
18764,22957283.183,15,125,18
18765,22958575.681,26,129,17
18766,22960065.896,20,122,19
18767,22960438.266,80,122,16
18768,22961631.999,91,122,17
18769,22963100.679,39,125,18
18770,22965082.000,55,123,17
18771,22965218.927,16,122,16
18772,22967202.744,187,124,17
18773,22967540.785,58,122,18
18774,22970703.677,26,119,17
18775,22970811.252,33,120,18
18776,22972734.046,51,122,16
18777,22974109.142,76,119,17
18778,22974579.366,19,124,16
18779,22975087.663,41,121,17
18780,22975515.551,22,120,16
18781,22976242.102,38,120,17
18782,22976622.108,45,127,16
18783,22977688.926,44,119,16
18784,22978457.182,41,122,17
18785,22979365.342,66,122,17
18786,22982155.932,23,126,18
18787,22982261.371,119,122,17
18788,22982694.809,104,122,16
18789,22983809.703,24,127,16
18790,22985208.350,28,120,17
18791,22987504.313,34,239,17
18792,22988349.905,39,125,18
18793,22988970.914,48,122,18
18794,22990371.446,20,123,17
18795,22990538.785,36,126,16
18796,22991700.270,87,122,17
18797,22992669.021,25,122,16
18798,22994716.665,17,120,18
18799,22995277.387,33,123,16
18800,22996875.273,41,120,17
18801,22997712.154,26,119,18
18802,22997973.383,18,124,17
18803,23001926.641,33,123,17
18804,23003041.191,80,122,18
18805,23003572.103,66,125,17
18806,23003765.429,61,125,17
18807,23004906.492,17,126,17
18808,23004907.959,43,126,17
18809,23005144.991,59,128,18
18810,23007108.337,41,126,17
18811,23007814.936,17,126,17
18812,23010390.989,16,132,17
18813,23010464.915,52,124,17
18814,23011377.998,87,132,17
18815,23011477.983,20,124,17
18816,23012021.756,17,134,17
18817,23012945.103,50,124,18
18818,23013603.227,28,125,19
18819,23013956.836,21,127,16
18820,23014591.935,41,125,17
18821,23014756.929,17,127,18
18822,23014884.159,53,122,17
18823,23016152.968,35,125,17
18824,23017906.792,30,122,17
18825,23018172.630,46,121,17
18826,23018275.549,30,126,16
18827,23019601.758,28,125,19
18828,23020842.118,53,133,17
18829,23023470.298,129,122,18
18830,23030221.995,69,132,17
18831,23032280.942,23,126,17
18832,23034617.168,20,124,18
18833,23036401.137,17,127,16
18834,23036554.360,42,125,16
18835,23038707.096,57,127,16
18836,23039181.222,18,124,17
18837,23039532.064,53,130,17
18838,23039569.160,48,124,18
18839,23041063.027,46,124,17
18840,23041536.733,57,126,17
18841,23042923.640,19,244,17
18842,23045024.512,21,123,18
18843,23045431.089,27,124,16
18844,23046713.042,19,129,18
18845,23046875.006,35,121,17
18846,23049628.568,32,121,17
18847,23051069.557,19,120,17
18848,23052104.221,59,124,17
18849,23052145.365,31,120,16
18850,23052157.206,19,122,17
18851,23052446.871,44,124,18
18852,23053979.009,49,118,18
18853,23054260.623,57,130,17
18854,23055497.431,95,126,18
18855,23056357.442,38,124,17
18856,23057699.992,50,122,17
18857,23058269.664,21,122,17
18858,23058420.718,143,126,17
18859,23059404.782,144,122,17
18860,23059775.415,25,122,18
18861,23059954.433,17,128,17
18862,23060333.021,15,123,18
18863,23060519.360,87,123,16
18864,23063040.322,18,121,18
18865,23063538.688,57,125,17
18866,23063859.982,45,125,16
18867,23064029.106,104,123,17
18868,23064387.134,203,124,17
18869,23068025.068,28,122,17
18870,23068222.138,59,122,17
18871,23069739.260,92,125,17
18872,23072191.523,15,119,17
18873,23072268.802,41,119,17
18874,23072672.555,16,118,16
18875,23073946.587,20,124,16
18876,23074641.559,40,118,17
18877,23075842.866,16,119,17
18878,23076628.428,35,127,17
18879,23078745.371,53,122,17
18880,23079552.895,15,124,17
18881,23080752.470,43,123,16
18882,23080803.160,101,125,17
18883,23083422.641,20,123,18
18884,23084300.806,55,123,17
18885,23084552.033,43,125,17
18886,23086177.545,39,122,17
18887,23087358.606,50,122,17
18888,23087985.193,24,123,16
18889,23089790.670,412,124,16
18890,23091419.951,19,121,17
18891,23094309.222,19,241,18
18892,23094550.573,41,122,17
18893,23094771.191,80,122,18
18894,23097099.441,109,127,17
18895,23097988.535,68,120,17
18896,23098441.592,132,120,17
18897,23101055.989,66,119,17
18898,23101856.752,23,123,18
18899,23102615.561,21,121,18
18900,23104090.443,21,119,18
18901,23104120.094,39,124,18
18902,23107308.226,20,118,16
18903,23107887.058,31,127,17
18904,23108674.888,36,134,17
18905,23110868.315,51,125,17
18906,23111435.323,45,125,17
18907,23112671.457,35,128,16
18908,23113426.921,37,125,18
18909,23114466.442,71,128,17
18910,23115396.398,61,125,17
18911,23116877.303,52,127,17
18912,23117022.418,19,125,18
18913,23118203.767,162,124,17
18914,23121962.675,42,127,17
18915,23122229.616,50,124,18
18916,23122584.603,53,131,17
18917,23123384.506,80,130,17
18918,23125144.924,15,127,17
18919,23129041.968,636,123,17
18920,23130128.284,58,125,18
18921,23130585.889,46,122,17
18922,23131364.982,29,122,17
18923,23132656.721,21,125,18
18924,23133127.862,90,121,17
18925,23133514.232,16,123,18
18926,23133996.884,61,122,18
18927,23134304.170,35,125,17
18928,23134479.590,28,124,18
18929,23134521.854,18,133,17
18930,23135612.699,37,123,17
18931,23141778.493,52,124,17
18932,23143847.162,44,137,17
18933,23144418.621,40,124,17
18934,23146669.860,101,132,17
18935,23147268.448,16,125,18
18936,23148236.307,109,124,16
18937,23148792.359,35,128,17
18938,23150044.053,16,123,17
18939,23150874.166,50,126,17
18940,23150932.903,26,125,19
18941,23153717.979,18,248,18
18942,23153961.108,90,119,17
18943,23154398.425,22,119,17
18944,23154532.787,35,122,16
18945,23157823.467,17,117,17
18946,23164457.898,25,118,17
18947,23166225.634,28,120,19
18948,23167721.039,28,117,16
18949,23167729.567,16,120,17
18950,23168616.499,15,117,17
18951,23168796.118,37,120,17
18952,23171051.043,17,118,17
18953,23171757.909,52,118,17
18954,23172915.788,25,128,17
18955,23175070.474,23,123,17
18956,23176172.089,46,124,17
18957,23176580.884,22,125,17
18958,23179824.574,37,123,17
18959,23179834.863,16,123,18
18960,23181310.252,41,122,17
18961,23181937.664,46,126,17
18962,23182814.539,46,125,17
18963,23184175.963,19,123,16
18964,23184572.518,58,125,17
18965,23186402.901,32,121,17
18966,23186649.399,22,126,18
18967,23187384.809,18,127,16
18968,23188056.280,16,121,18
18969,23190880.848,87,122,16
18970,23193541.056,17,122,18
18971,23195042.295,44,124,17
18972,23195670.970,21,120,16
18973,23197283.494,23,120,16
18974,23197684.558,19,123,16
18975,23199148.030,46,119,17
18976,23199779.878,62,119,17
18977,23201065.362,42,119,18
18978,23202279.534,52,122,17
18979,23202450.318,46,124,17
18980,23205121.745,43,123,17
18981,23206049.209,18,125,17
18982,23211230.977,42,122,17
18983,23211529.783,43,123,17
18984,23211872.424,39,123,17
18985,23212162.291,21,125,17
18986,23213451.323,19,123,16
18987,23216797.346,76,122,17
18988,23218511.325,33,124,17
18989,23218546.228,15,124,16
18990,23218896.214,32,121,18
18991,23220774.713,21,242,18
18992,23221236.043,26,122,18
18993,23222101.505,104,123,17
18994,23222436.966,181,124,17
18995,23224167.250,35,120,18
18996,23224991.569,33,120,18
18997,23225024.391,17,124,17
18998,23227988.863,47,119,17
18999,23229416.698,66,121,18
19000,23230019.713,61,119,17
19001,23232973.574,55,122,17
19002,23233217.044,23,119,16
19003,23235001.307,18,121,16
19004,23236304.694,20,135,18
19005,23236359.263,26,125,17
19006,23236707.184,15,124,17
19007,23236728.978,18,129,17
19008,23237514.202,36,125,19
19009,23237718.689,27,133,16
19010,23243187.754,24,127,18
19011,23245242.378,52,131,17
19012,23247848.278,15,125,17
19013,23249152.771,42,124,17
19014,23249921.146,43,127,17
19015,23250524.897,38,125,17
19016,23251402.412,32,131,16
19017,23252024.984,174,125,17
19018,23252338.341,201,131,16
19019,23252960.866,42,123,17
19020,23255088.466,144,122,17
19021,23258180.601,16,125,18
19022,23260544.161,109,121,17
19023,23264289.578,17,124,16
19024,23264345.038,16,125,18
19025,23269331.814,117,129,17
19026,23269924.176,24,122,17
19027,23270106.912,27,123,17
19028,23270194.020,80,128,18
19029,23270818.873,21,127,16
19030,23272881.438,41,131,18
19031,23273614.580,16,126,17
19032,23274616.103,15,128,17
19033,23276656.221,20,124,17
19034,23276880.025,61,125,16
19035,23277057.542,15,127,18
19036,23277630.427,21,123,17
19037,23278193.089,90,128,17
19038,23279383.720,31,123,19
19039,23280847.053,44,135,17
19040,23284115.469,21,125,16
19041,23284289.753,17,125,18
19042,23293057.571,65,245,16
19043,23297915.788,41,125,17
19044,23300028.836,19,120,17
19045,23300808.026,68,120,17
19046,23300970.484,59,120,17
19047,23303374.640,162,125,17
19048,23303656.813,17,120,16
19049,23303666.302,15,120,17
19050,23304810.312,59,125,16
19051,23305505.300,69,120,18
19052,23305763.219,20,124,17
19053,23306602.992,66,125,17
19054,23307349.562,39,131,17
19055,23307876.815,112,124,17
19056,23309028.339,17,123,16
19057,23309117.397,57,125,17
19058,23313077.267,28,123,17
19059,23319050.704,35,122,18
19060,23320972.233,22,126,16
19061,23321100.700,33,120,17
19062,23321128.043,88,121,17
19063,23321320.791,20,122,17
19064,23321811.984,17,126,16
19065,23322883.496,40,123,18
19066,23323879.053,43,124,17
19067,23324364.234,16,127,17
19068,23326412.370,125,120,18
19069,23327991.374,28,120,18
19070,23328003.660,20,119,17
19071,23328181.152,59,121,17
19072,23329826.819,17,120,18
19073,23329938.030,66,119,17
19074,23334030.371,16,122,17
19075,23334382.602,57,120,17
19076,23335765.088,57,122,18
19077,23336173.998,95,123,16
19078,23336868.484,51,125,18
19079,23337154.878,23,125,17
19080,23337527.926,39,123,17
19081,23340598.716,144,125,17
19082,23341309.419,144,122,16
19083,23341603.270,101,124,17
19084,23344276.479,21,127,17
19085,23344313.677,39,120,18
19086,23345909.604,20,121,17
19087,23347022.336,15,121,17
19088,23347239.927,85,125,17
19089,23348155.222,40,123,17
19090,23351816.564,32,123,16
19091,23352155.954,23,126,16
19092,23352285.125,42,234,17
19093,23352477.998,22,120,17
19094,23352878.167,57,122,17
19095,23353659.894,69,119,17
19096,23355026.330,35,121,17
19097,23355807.399,46,122,17
19098,23356609.690,23,120,18
19099,23356992.644,20,120,18
19100,23359735.303,19,123,17
19101,23360021.436,72,126,17
19102,23360159.731,45,124,17
19103,23360451.155,117,122,17
19104,23361212.637,66,131,17
19105,23362642.833,19,126,18
19106,23363172.012,18,127,17
19107,23364065.060,32,125,16
19108,23364830.703,23,125,17
19109,23364968.039,17,127,19
19110,23366343.603,27,125,17
19111,23370288.459,21,127,16
19112,23372241.540,53,125,17
19113,23373318.097,40,128,17
19114,23376451.886,58,130,18
19115,23381760.558,24,129,17
19116,23382538.149,51,122,17
19117,23382837.139,24,126,17
19118,23383856.516,112,125,17
19119,23384116.665,56,121,17
19120,23386925.068,53,124,18
19121,23387018.057,16,123,16
19122,23387069.774,37,123,16
19123,23388478.098,17,122,17
19124,23388795.969,61,122,17
19125,23389368.004,31,127,17
19126,23389874.490,51,125,17
19127,23391631.476,80,128,16
19128,23395716.489,43,124,17
19129,23395842.475,22,136,17
19130,23396056.388,20,124,18
19131,23396968.587,61,127,17
19132,23397630.623,37,127,18
19133,23400343.281,50,124,17
19134,23402438.470,20,127,18
19135,23405494.555,49,123,17
19136,23406254.697,58,126,18
19137,23406948.546,36,124,16
19138,23407087.336,34,127,17
19139,23408437.230,38,125,17
19140,23412266.907,22,126,17
19141,23412894.224,51,126,17
19142,23414041.009,22,238,16
19143,23416332.042,56,118,18
19144,23418196.664,42,117,17
19145,23418627.028,20,122,17
19146,23421724.823,23,117,17
19147,23422159.018,46,117,16
19148,23423791.241,64,117,17
19149,23423894.168,19,120,17
19150,23424374.282,22,118,17
19151,23426400.864,112,117,17
19152,23426955.115,30,124,18
19153,23427700.691,15,118,16
19154,23428049.540,22,128,18
19155,23429802.600,51,127,17
19156,23430016.228,32,122,17
19157,23434779.042,15,123,18
19158,23435525.224,16,122,17
19159,23436431.584,36,126,17
19160,23438151.422,66,122,17
19161,23438683.492,19,122,19
19162,23439747.359,35,128,17
19163,23440342.379,27,120,18
19164,23440479.941,104,122,17
19165,23441869.996,53,123,17
19166,23443080.837,20,124,17
19167,23445850.281,19,126,17
19168,23449784.745,20,120,17
19169,23449876.718,48,124,17
19170,23450641.396,88,119,17
19171,23451196.629,62,119,17
19172,23452170.738,50,120,17
19173,23452604.797,62,124,17
19174,23453686.021,21,119,17
19175,23454473.888,24,120,17
19176,23454933.045,50,122,16
19177,23456175.116,36,121,17
19178,23456692.302,144,123,16
19179,23457262.152,43,122,17
19180,23457669.930,28,128,16
19181,23469369.378,31,124,18
19182,23469597.164,50,122,17
19183,23469775.211,17,124,17
19184,23472243.722,15,124,17
19185,23474306.552,20,122,16
19186,23474738.204,87,127,17
19187,23475855.503,24,120,17
19188,23475971.548,41,122,17
19189,23476665.116,85,122,18
19190,23478279.894,27,124,17
19191,23478790.430,24,123,16
19192,23481101.666,24,242,17
19193,23482686.445,41,121,17
19194,23482746.903,28,119,17
19195,23484707.224,38,120,16
19196,23485041.461,73,123,17
19197,23486658.202,28,121,18
19198,23487404.791,69,119,16
19199,23488042.013,61,123,17
19200,23488352.253,21,120,18
19201,23491981.406,45,121,18
19202,23492947.778,48,124,17
19203,23493231.393,25,125,17
19204,23493380.639,49,122,17
19205,23495230.995,22,136,16
19206,23495329.162,101,124,16
19207,23497516.185,17,124,17
19208,23499129.540,19,134,18
19209,23499944.367,17,124,18
19210,23500150.709,104,128,17
19211,23500313.888,26,124,17
19212,23501919.684,43,124,18
19213,23503036.834,19,127,18
19214,23503424.439,56,126,17
19215,23503485.635,17,127,17
19216,23505142.668,101,124,17
19217,23505356.069,68,135,17
19218,23507471.087,21,123,17
19219,23507774.684,95,122,18
19220,23508955.019,69,129,17
19221,23509315.833,59,123,17
19222,23510796.434,24,128,16
19223,23513677.327,48,122,17
19224,23513808.567,18,125,17
19225,23514241.026,32,123,16
19226,23514334.810,57,125,17
19227,23515291.355,26,127,17
19228,23516456.828,19,124,17
19229,23516575.474,23,128,16
19230,23519384.325,20,127,18
19231,23520648.619,33,131,19
19232,23523207.969,49,125,17
19233,23524283.478,16,124,18
19234,23524577.874,249,126,16
19235,23531788.209,20,129,18
19236,23531863.659,23,131,17
19237,23532288.560,93,124,17
19238,23534359.241,93,128,16
19239,23537216.266,27,125,17
19240,23538769.383,17,124,17
19241,23539567.145,69,127,17
19242,23540274.127,15,241,18
19243,23541570.642,18,120,18
19244,23542016.798,90,120,16
19245,23542390.479,91,126,17
19246,23542833.381,53,118,18
19247,23546459.027,187,120,17
19248,23548641.956,61,121,17
19249,23549806.714,122,124,17
19250,23553253.985,35,124,17
19251,23553989.545,18,124,17
19252,23556769.734,50,128,16
19253,23557360.808,49,121,17
19254,23557628.153,46,124,17
19255,23558051.941,39,132,16
19256,23558636.244,19,122,17
19257,23560302.531,20,123,17
19258,23566778.489,35,121,18
19259,23568867.973,46,126,17
19260,23569824.807,25,122,17
19261,23572079.139,20,122,17
19262,23572118.142,17,127,16
19263,23573846.316,24,120,18
19264,23574585.768,50,124,17
19265,23574781.753,120,121,17
19266,23576934.734,15,124,18
19267,23577032.182,21,123,17
19268,23578667.776,42,119,16
19269,23579262.997,19,121,18
19270,23579281.180,56,121,17
19271,23579616.090,125,119,17
19272,23579796.886,44,119,17
19273,23580624.864,15,122,17
19274,23581522.353,18,122,18
19275,23586125.151,19,123,17
19276,23586930.995,95,126,17
19277,23587872.861,43,122,17
19278,23590234.017,51,123,17
19279,23590856.792,76,123,17
19280,23591112.623,61,128,17
19281,23593238.708,15,125,17
19282,23593504.203,33,122,17
19283,23594506.509,33,125,16
19284,23596380.360,24,121,16
19285,23598049.712,73,122,17
19286,23599738.501,43,127,17
19287,23600374.028,52,120,17
19288,23601471.590,50,123,17
19289,23602078.844,81,122,17
19290,23603438.037,211,127,17
19291,23604822.837,85,121,18
19292,23608189.383,19,237,17
19293,23610250.329,17,119,18
19294,23612205.181,57,121,17
19295,23612375.774,41,118,17
19296,23614520.901,87,122,18
19297,23616803.649,18,120,17
19298,23619382.731,21,123,17
19299,23621097.501,42,126,18
19300,23622789.474,56,123,17
19301,23622903.886,67,122,16
19302,23623737.418,20,124,16
19303,23623882.816,27,126,18
19304,23624856.769,20,122,17
19305,23626075.912,16,127,18
19306,23627357.689,22,127,17
19307,23627719.791,24,124,19
19308,23633138.790,62,129,17
19309,23633319.032,18,124,16
19310,23634359.392,47,127,17
19311,23634997.947,15,124,17
19312,23635474.234,82,134,17
19313,23637908.908,57,122,17
19314,23638892.349,26,125,17
19315,23641386.285,15,131,19
19316,23642665.382,44,122,17
19317,23643766.021,82,125,17
19318,23645671.071,15,127,18
19319,23647837.301,35,126,17
19320,23647851.145,18,120,17
19321,23651022.079,46,122,17
19322,23651185.927,41,129,17
19323,23651975.926,17,125,18
19324,23653194.440,17,129,16
19325,23654930.946,43,125,17
19326,23655601.461,30,125,17
19327,23656462.266,37,132,17
19328,23657060.445,61,124,17
19329,23658809.631,46,132,17
19330,23658816.381,21,127,18
19331,23659113.426,19,131,17
19332,23660771.980,45,123,17
19333,23661368.247,16,124,16
19334,23662426.664,18,127,17
19335,23664342.577,112,124,17
19336,23667085.142,82,128,16
19337,23667204.236,35,126,17
19338,23670431.743,87,127,17
19339,23670663.329,36,123,18
19340,23672410.090,24,122,17
19341,23672727.990,17,125,17
19342,23675030.697,24,127,16
19343,23675644.174,21,242,17
19344,23676657.887,22,117,18
19345,23677078.216,24,121,17
19346,23677843.228,62,118,18
19347,23678231.471,21,120,18
19348,23678315.780,33,126,17
19349,23678495.763,29,118,16
19350,23678811.948,21,121,16
19351,23679675.462,37,119,17
19352,23680608.297,42,124,18
19353,23680756.693,17,120,17
19354,23681709.328,37,120,17
19355,23682533.605,61,135,18
19356,23684479.881,32,123,17
19357,23684627.110,41,122,17
19358,23685410.011,22,123,17
19359,23688196.814,29,125,16
19360,23688717.121,53,122,17
19361,23689242.353,145,122,17
19362,23691239.015,188,127,16
19363,23692203.855,51,123,17
19364,23696368.418,80,122,17
19365,23699313.203,81,123,18
19366,23699991.990,20,123,16
19367,23700103.399,22,120,18
19368,23701988.320,19,124,17
19369,23704776.891,68,122,17
19370,23705306.738,37,119,17
19371,23705313.016,59,119,16
19372,23706820.075,17,124,18
19373,23707016.038,43,121,17
19374,23707323.729,25,122,16
19375,23711316.838,33,124,17
19376,23711747.142,32,124,18
19377,23712442.507,45,123,17
19378,23713097.650,101,123,17
19379,23714798.335,26,127,18
19380,23714912.316,21,125,17
19381,23715755.663,15,124,17
19382,23715924.121,64,122,19
19383,23717317.472,48,125,17
19384,23718606.699,53,121,17
19385,23718968.519,35,122,17
19386,23719878.759,19,125,17
19387,23720085.869,112,123,17
19388,23720217.305,72,124,17
19389,23720434.499,16,122,18
19390,23722646.889,21,124,18
19391,23722688.442,85,120,17
19392,23723631.832,64,120,17
19393,23724501.392,59,237,17
19394,23725459.279,27,119,16
19395,23725590.041,16,124,17
19396,23726837.996,16,118,17
19397,23728171.251,62,121,16
19398,23730230.430,21,122,17
19399,23730359.882,38,125,18
19400,23733075.604,45,123,17
19401,23733109.020,23,123,17
19402,23736399.631,19,128,16
19403,23737150.804,67,121,17
19404,23737306.832,73,123,17
19405,23737557.715,21,132,17
19406,23738200.046,20,123,16
19407,23739489.883,57,125,17
19408,23742127.261,21,131,18
19409,23743409.176,22,125,16
19410,23744855.046,19,127,17
19411,23745105.227,27,125,17
19412,23746587.504,34,126,17
19413,23746639.007,27,127,17
19414,23748804.394,23,124,17
19415,23749114.507,35,126,19
19416,23749221.626,76,123,17
19417,23749503.462,76,129,16
19418,23751475.957,50,127,17
19419,23752199.915,55,124,17
19420,23752913.099,50,122,17
19421,23753535.327,50,122,18
19422,23755991.426,45,126,18
19423,23756840.434,46,125,18
19424,23757274.948,32,128,17
19425,23757701.007,21,124,18
19426,23759184.996,36,127,17
19427,23759509.137,27,124,18
19428,23759748.638,35,124,17
19429,23760340.122,27,128,16
19430,23760754.267,48,129,17
19431,23763833.010,33,132,17
19432,23766060.790,22,130,17
19433,23768564.461,16,131,17
19434,23772188.479,59,123,17
19435,23775200.140,62,125,17
19436,23775232.271,22,128,17
19437,23776243.733,32,124,17
19438,23777436.460,162,129,17
19439,23778437.799,81,122,17
19440,23782208.249,59,125,17
19441,23782828.562,21,121,16
19442,23784734.125,109,122,17
19443,23787287.265,19,241,18
19444,23788716.079,20,125,17
19445,23789312.747,19,118,18
19446,23790441.958,53,123,17
19447,23791144.036,211,124,17
19448,23792248.710,16,126,17
19449,23792406.442,15,123,19
19450,23793269.838,15,124,17
19451,23794777.066,20,128,17
19452,23795064.430,62,121,16
19453,23797242.808,27,124,16
19454,23797912.835,20,123,17
19455,23798117.179,17,125,18
19456,23799459.764,104,128,17
19457,23799904.307,20,122,17
19458,23802663.821,78,125,17
19459,23802843.757,144,122,17
19460,23803615.365,38,123,16
19461,23804149.746,22,128,17
19462,23806070.066,43,120,16
19463,23807266.686,31,121,16
19464,23809336.194,21,120,17
19465,23813122.489,31,124,16
19466,23813343.528,80,120,17
19467,23813529.322,32,121,17
19468,23815108.806,46,125,17
19469,23816425.361,16,119,17
19470,23817489.006,27,120,17
19471,23817585.140,97,122,17
19472,23818550.029,212,125,17
19473,23818631.147,21,123,17
19474,23819953.916,130,122,17
19475,23823765.431,17,126,17
19476,23824431.034,19,123,17
19477,23824964.755,39,122,16
19478,23824965.500,16,123,17
19479,23825073.479,24,125,17
19480,23825361.211,47,121,17
19481,23826359.654,23,126,17
19482,23827281.897,28,125,18
19483,23828553.611,16,122,17
19484,23828821.391,81,123,17
19485,23831626.231,22,127,18
19486,23831810.282,82,119,17
19487,23835469.028,36,122,17
19488,23836283.208,17,120,18
19489,23837714.836,64,124,17
19490,23840783.025,31,119,18
19491,23840901.906,64,119,17
19492,23843810.890,36,125,17
19493,23845566.558,15,232,18
19494,23846349.749,19,120,16
19495,23847177.868,15,125,16
19496,23847949.497,21,123,17
19497,23848617.196,53,123,17
19498,23849555.202,17,125,17
19499,23849705.637,20,123,18
19500,23851121.892,27,123,17
19501,23851153.881,51,122,17
19502,23851976.726,27,126,17
19503,23852715.422,92,122,17
19504,23854387.129,19,122,18
19505,23855517.976,25,126,18
19506,23855715.311,15,126,19
19507,23861632.396,24,124,18
19508,23862796.843,38,131,17
19509,23863546.909,71,126,17
19510,23864131.363,16,133,17
19511,23864304.383,29,123,18
19512,23866174.044,41,125,17
19513,23867724.885,144,123,17
19514,23870690.689,51,122,16
19515,23872042.195,23,126,17
19516,23872216.009,130,122,17
19517,23874422.690,36,124,18
19518,23874945.294,109,125,17
19519,23879604.302,28,131,17
19520,23879714.652,20,125,17
19521,23880569.783,25,126,18
19522,23881318.428,17,128,18
19523,23881904.569,22,129,17
19524,23882899.733,101,131,18
19525,23883726.118,16,125,18
19526,23883967.490,21,128,18
19527,23884870.347,97,124,17
19528,23886537.440,23,124,17
19529,23887976.076,53,128,18
19530,23888254.117,93,123,17
19531,23888709.450,73,130,17
19532,23890032.881,46,125,17
19533,23891743.432,23,132,17
19534,23892136.006,17,126,17
19535,23892289.688,46,124,18
19536,23894501.516,109,126,16
19537,23894917.955,19,122,17
19538,23895868.317,17,129,17
19539,23896817.452,33,121,17
19540,23898787.893,23,130,17
19541,23899595.596,61,121,17
19542,23903833.449,15,123,16
19543,23903858.234,26,125,18
19544,23904512.206,51,243,17
19545,23905534.486,45,121,18
19546,23905578.040,37,120,17
19547,23908202.030,32,124,17
19548,23909364.047,24,119,17
19549,23910328.015,64,121,17
19550,23919504.456,41,120,19
19551,23921190.859,47,123,16
19552,23921698.249,25,121,18
19553,23922184.857,31,119,16
19554,23923895.349,81,124,17
19555,23924235.457,17,118,18
19556,23928607.428,18,127,17
19557,23929670.109,22,126,16
19558,23930925.388,64,120,18
19559,23932640.061,35,122,17
19560,23933872.546,49,123,17
19561,23935718.067,66,126,17
19562,23936499.297,15,122,18
19563,23938294.675,41,120,17
19564,23938339.698,73,125,17
19565,23938445.492,57,119,17
19566,23938491.256,30,120,18
19567,23940395.352,58,121,16
19568,23940616.543,23,122,17
19569,23941261.522,20,123,17
19570,23942164.234,45,120,16
19571,23943729.741,40,125,17
19572,23944671.706,43,123,17
19573,23948332.877,68,122,17
19574,23948454.568,93,121,17
19575,23952775.070,17,125,17
19576,23954130.900,23,122,18
19577,23954645.430,25,122,17
19578,23960939.471,283,127,19
19579,23963957.354,17,122,16
19580,23967584.520,31,122,17
19581,23968074.125,85,130,17
19582,23970317.045,46,120,17
19583,23973980.236,31,122,16
19584,23974980.366,61,123,17
19585,23977055.817,22,125,16
19586,23977962.291,17,122,17
19587,23979742.992,27,122,17
19588,23979751.102,32,125,17
19589,23980131.531,249,119,17
19590,23980481.768,25,119,16
19591,23980558.579,21,121,17
19592,23980586.381,16,122,17
19593,23983897.647,23,119,17
19594,23984792.434,19,237,17
19595,23985018.056,17,122,17
19596,23986055.112,61,123,17
19597,23986251.131,55,123,17
19598,23986356.633,80,125,17
19599,23986589.833,53,123,17
19600,23988607.495,26,122,17
19601,23991229.741,82,125,17
19602,23997805.972,35,125,17
19603,23997899.172,26,122,17
19604,24000162.056,42,123,17
19605,24000619.063,16,124,17
19606,24003751.533,26,126,17
19607,24004643.603,46,127,18
19608,24004827.282,30,125,18
19609,24005303.848,62,125,17
19610,24006072.214,29,129,18
19611,24008057.409,35,124,19
19612,24008917.564,132,126,17
19613,24010315.864,19,123,17
19614,24010487.114,29,133,17
19615,24011164.138,20,123,17
19616,24012145.501,50,122,17
19617,24012632.905,23,124,18
19618,24016297.527,20,122,17
19619,24017297.796,39,128,17
19620,24020654.546,56,124,17
19621,24021032.154,21,133,17
19622,24024109.860,15,124,17
19623,24025747.137,81,124,17
19624,24026759.831,19,127,17
19625,24027610.574,62,124,17
19626,24028643.587,82,128,17
19627,24029233.721,17,126,17
19628,24030630.343,17,127,19
19629,24032347.319,24,129,16
19630,24032678.362,32,128,17
19631,24033911.036,144,124,17
19632,24034599.458,61,125,17
